tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"1,996",2,73.26,"30,279","30,194","Amarillo, TX","Dallas/Fort Worth, TX","19,393",WN,"28,420",0.7300,71.32,75,1.0000,75,1.0000,0.0000,"Amarillo, TX(35.207009, -101.832013)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19962302793019419393WN
Table 5,"2,002",3,234.20,"31,295","33,667","Detroit, MI","Norfolk, VA (Metropolitan Area)","19,386",NW,"11,630",0.7700,253.67,125,0.1900,450,0.0800,0.2500,"Detroit, MI(42.332916, -83.047853)","Norfolk, VA (Metropolitan Area)(36.846164, -76.285913)",20023312953366719386NW
Table 5,"2,012",3,111.39,"31,638","32,211","Fresno, CA","Las Vegas, NV","19,977",UA,"14,280",0.5800,133.43,75,0.1500,225,0.0500,0.0500,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20123316383221119977UA
Table 5,"1,996",3,89.87,"32,575","33,570","Los Angeles, CA (Metropolitan Area)","San Diego, CA","19,977",UA,"8,730",0.4100,90.16,75,0.1200,125,0.1200,0.00801832760595647,"Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)","San Diego, CA(32.71576, -117.163817)",19963325753357019977UA
Table 5,"2,008",1,317.80,"33,105","30,852","Cincinnati, OH","Washington, DC (Metropolitan Area)","19,790",DL,"22,650",0.8500,329.56,100,0.0600,500,0.0500,0.5000,"Cincinnati, OH(39.104427, -84.513808)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20081331053085219790DL
Table 5,"2,013",4,272.55,"30,647","33,198","Cleveland, OH (Metropolitan Area)","Kansas City, MO","19,977",UA,"8,710",0.5400,297.13,150,0.0700,425,0.1100,0.0400,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Kansas City, MO(39.099792, -94.578559)",20134306473319819977UA
Table 5,"2,006",2,249.02,"30,977","34,524","Chicago, IL","Richmond, VA","19,805",AA,"8,540",0.2900,253.42,125,0.1300,325,0.0700,0.1800,"Chicago, IL(41.775002, -87.696388)","Richmond, VA(37.540759, -77.433932)",20062309773452419805AA
Table 5,"2,005",1,87.05,"33,198","30,693","Kansas City, MO","Nashville, TN","19,393",WN,"23,250",0.8800,83.58,75,0.4600,125,0.3200,0.000860215053763441,"Kansas City, MO(39.099792, -94.578559)","Nashville, TN(36.166687, -86.779932)",20051331983069319393WN
Table 5,"1,996",3,278.53,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","19,790",DL,"11,510",0.8300,281.19,125,0.0500,425,0.1000,0.1900,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",19963331053410019790DL
Table 5,"2,001",2,289.33,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,386",NW,"17,980",0.6000,313.51,125,0.1000,550,0.1300,0.3300,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20012306473165019386NW
Table 5,"2,006",4,98.95,"30,977","30,693","Chicago, IL","Nashville, TN","19,393",WN,"77,790",0.6100,92.13,75,0.3500,150,0.2200,0.00102840982131379,"Chicago, IL(41.775002, -87.696388)","Nashville, TN(36.166687, -86.779932)",20064309773069319393WN
Table 5,"2,008",1,251.86,"33,342","31,650","Milwaukee, WI","Minneapolis/St. Paul, MN","20,314",YX,"6,660",0.2100,223.52,100,0.2100,350,0.1100,0.3100,"Milwaukee, WI(43.041072, -87.909421)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20081333423165020314YX
Table 5,"2,007",4,96.29,"31,136","33,195","Jacksonville, FL","Tampa, FL (Metropolitan Area)","19,393",WN,"16,380",1.0000,96.29,75,0.2500,125,0.4800,0.0000,"Jacksonville, FL(30.325968, -81.65676)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",20074311363319519393WN
Table 5,"1,998",2,264.69,"30,977","34,100","Chicago, IL","Philadelphia, PA","19,977",UA,"74,710",0.4400,284.47,75,0.0500,450,0.2200,0.5600,"Chicago, IL(41.775002, -87.696388)","Philadelphia, PA(39.951061, -75.16562)",19982309773410019977UA
Table 5,"2,001",2,239.74,"31,295","31,650","Detroit, MI","Minneapolis/St. Paul, MN","19,386",NW,"64,010",0.8800,249.95,100,0.0600,575,0.0500,0.3200,"Detroit, MI(42.332916, -83.047853)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20012312953165019386NW
Table 5,"2,003",2,297.35,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","19,704",CO,"19,050",0.1900,311.46,125,0.1000,525,0.0700,0.4000,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20032310573170319704CO
Table 5,"1,997",1,68.57,"33,198","31,123","Kansas City, MO","St. Louis, MO","20,211",TW,"29,630",0.5500,72.58,75,0.6800,100,0.2500,0.00911238609517381,"Kansas City, MO(39.099792, -94.578559)","St. Louis, MO(38.630276, -90.200309)",19971331983112320211TW
Table 5,"1,996",4,82.41,"30,189","30,466","Colorado Springs, CO","Phoenix, AZ","20,078",W7,"37,350",0.5500,73.51,75,1.0000,75,1.0000,0.0000,"Colorado Springs, CO(38.835224, -104.819798)","Phoenix, AZ(30.406931, -87.217578)",19964301893046620078W7
Table 5,"2,010",2,246.64,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","20,355",US,"9,520",0.1100,217.78,125,0.0700,300,0.1100,0.0500,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",20102307213129520355US
Table 5,"2,014",2,309.33,"33,105","34,100","Cincinnati, OH","Philadelphia, PA","19,790",DL,"8,530",0.3100,286.12,150,0.0800,400,0.1100,0.0900,"Cincinnati, OH(39.104427, -84.513808)","Philadelphia, PA(39.951061, -75.16562)",20142331053410019790DL
Table 5,"1,996",4,68.36,"32,211","33,570","Las Vegas, NV","San Diego, CA","19,991",HP,"10,480",0.1400,74.76,75,0.7300,125,0.0500,0.00572519083969466,"Las Vegas, NV(36.169202, -115.140597)","San Diego, CA(32.71576, -117.163817)",19964322113357019991HP
Table 5,"1,998",4,254.75,"31,066","31,650","Columbus, OH","Minneapolis/St. Paul, MN","19,386",NW,"16,730",0.8100,263.99,125,0.2300,450,0.2800,0.3900,"Columbus, OH(39.962649, -82.996216)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",19984310663165019386NW
Table 5,"2,006",1,93.83,"30,615","30,466","El Paso, TX","Phoenix, AZ","19,393",WN,"33,640",0.8400,92.43,75,0.3900,125,0.4400,0.00118906064209275,"El Paso, TX(31.76006, -106.492257)","Phoenix, AZ(30.406931, -87.217578)",20061306153046619393WN
Table 5,"1,999",2,222.32,"30,977","31,267","Chicago, IL","Dayton, OH","19,977",UA,"12,570",0.5600,240.10,75,0.0900,350,0.2900,0.6300,"Chicago, IL(41.775002, -87.696388)","Dayton, OH(39.760982, -84.192203)",19992309773126719977UA
Table 5,"2,001",4,231.21,"30,198","31,123","Pittsburgh, PA","St. Louis, MO","20,355",US,"5,470",0.4200,204.26,100,0.3000,525,0.0700,0.2400,"Pittsburgh, PA(40.442169, -79.994945)","St. Louis, MO(38.630276, -90.200309)",20014301983112320355US
Table 5,"2,011",1,114.31,"30,713","34,057","Boise, ID","Portland, OR","19,393",WN,"18,190",0.4300,111.83,75,0.2300,175,0.1800,0.00329851566794942,"Boise, ID(43.597772, -83.884521)","Portland, OR(45.516018, -122.681425)",20111307133405719393WN
Table 5,"2,015",1,273.66,"34,100","34,492","Philadelphia, PA","Raleigh/Durham, NC","20,355",US,"16,530",0.3900,285.25,150,0.0800,325,0.2100,0.0600,"Philadelphia, PA(39.951061, -75.16562)","Raleigh/Durham, NC(42.673348, -72.179683)",20151341003449220355US
Table 5,"2,004",4,90.86,"34,492","30,852","Raleigh/Durham, NC","Washington, DC (Metropolitan Area)","19,393",WN,"38,760",0.4300,79.67,75,0.3800,100,0.6100,0.0000,"Raleigh/Durham, NC(42.673348, -72.179683)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20044344923085219393WN
Table 5,"1,999",3,73.86,"34,057","34,570","Portland, OR","Reno, NV","19,393",WN,"22,360",0.4600,72.17,75,0.6800,125,0.2200,0.0000,"Portland, OR(45.516018, -122.681425)","Reno, NV(30.177159, -95.162771)",19993340573457019393WN
Table 5,"2,005",2,90.56,"30,713","34,614","Boise, ID","Salt Lake City, UT","19,790",DL,"9,830",0.4600,96.26,75,0.3300,125,0.2600,0.0300,"Boise, ID(43.597772, -83.884521)","Salt Lake City, UT(40.758478, -111.888142)",20052307133461419790DL
Table 5,"2,013",1,312.52,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,977",UA,"9,900",0.2900,326.35,100,0.0500,500,0.1100,0.5200,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20131317033452419977UA
Table 5,"1,998",2,264.69,"30,977","34,100","Chicago, IL","Philadelphia, PA","19,805",AA,"46,720",0.2700,245.10,75,0.0800,450,0.1200,0.4800,"Chicago, IL(41.775002, -87.696388)","Philadelphia, PA(39.951061, -75.16562)",19982309773410019805AA
Table 5,"2,008",2,262.04,"33,342","31,650","Milwaukee, WI","Minneapolis/St. Paul, MN","20,314",YX,"7,980",0.2200,232.28,75,0.1000,400,0.0800,0.4800,"Milwaukee, WI(43.041072, -87.909421)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20082333423165020314YX
Table 5,"2,006",2,245.11,"30,977","32,070","Chicago, IL","Harrisburg, PA","19,977",UA,"9,620",0.5400,242.14,150,0.0700,300,0.1200,0.0600,"Chicago, IL(41.775002, -87.696388)","Harrisburg, PA(40.259572, -76.881821)",20062309773207019977UA
Table 5,"2,013",3,317.40,"30,977","34,524","Chicago, IL","Richmond, VA","20,355",US,"3,630",0.1200,272.29,225,0.2500,400,0.0500,0.0100,"Chicago, IL(41.775002, -87.696388)","Richmond, VA(37.540759, -77.433932)",20133309773452420355US
Table 5,"2,013",1,271.02,"32,337","31,703","Indianapolis, IN","New York City, NY (Metropolitan Area)","20,355",US,"17,580",0.2500,209.05,150,0.1600,250,0.0700,0.0100,"Indianapolis, IN(39.76845, -86.156212)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20131323373170320355US
Table 5,"1,997",3,239.82,"30,977","34,100","Chicago, IL","Philadelphia, PA","20,355",US,"32,320",0.1800,231.04,75,0.0900,425,0.1700,0.4000,"Chicago, IL(41.775002, -87.696388)","Philadelphia, PA(39.951061, -75.16562)",19973309773410020355US
Table 5,"2,007",3,91.60,"30,559","31,884","Seattle, WA","Spokane, WA","19,393",WN,"28,660",0.2700,82.72,75,0.4100,125,0.3100,0.0000,"Seattle, WA(47.603229, -122.33028)","Spokane, WA(47.658999, -117.425022)",20073305593188419393WN
Table 5,"1,996",1,104.23,"30,781","30,194","Baton Rouge, LA","Dallas/Fort Worth, TX","19,805",AA,"5,850",0.3600,107.05,75,0.2100,150,0.1000,0.0100,"Baton Rouge, LA(30.443319, -91.187488)","Dallas/Fort Worth, TX(40.11086, -77.035636)",19961307813019419805AA
Table 5,"1,996",2,97.05,"30,713","30,559","Boise, ID","Seattle, WA","19,393",WN,"8,500",0.2900,52.28,75,1.0000,75,1.0000,0.0000,"Boise, ID(43.597772, -83.884521)","Seattle, WA(47.603229, -122.33028)",19962307133055919393WN
Table 5,"2,013",2,269.18,"31,057","34,100","Charlotte, NC","Philadelphia, PA","20,355",US,"47,010",0.8100,287.03,175,0.1200,425,0.0600,0.0300,"Charlotte, NC(35.222936, -80.840161)","Philadelphia, PA(39.951061, -75.16562)",20132310573410020355US
Table 5,"1,999",4,246.96,"31,057","30,647","Charlotte, NC","Cleveland, OH (Metropolitan Area)","19,704",CO,"3,750",0.1800,238.30,125,0.2200,400,0.2600,0.2700,"Charlotte, NC(35.222936, -80.840161)","Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)",19994310573064719704CO
Table 5,"2,008",1,238.44,"30,977","33,244","Chicago, IL","Memphis, TN","19,386",NW,"9,190",0.2800,231.67,100,0.0800,325,0.0500,0.2100,"Chicago, IL(41.775002, -87.696388)","Memphis, TN(35.143378, -90.052136)",20081309773324419386NW
Table 5,"2,002",1,71.98,"30,713","31,884","Boise, ID","Spokane, WA","19,393",WN,"15,830",0.6400,66.99,75,0.6600,100,0.3300,0.0000,"Boise, ID(43.597772, -83.884521)","Spokane, WA(47.658999, -117.425022)",20021307133188419393WN
Table 5,"1,999",4,224.75,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,704",CO,"16,640",0.3200,245.02,100,0.1200,350,0.3300,0.4300,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",19994317033452419704CO
Table 5,"2,005",2,95.16,"30,194","31,453","Dallas/Fort Worth, TX","Houston, TX","19,805",AA,"50,480",0.1300,102.57,75,0.1800,150,0.1200,0.0100,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Houston, TX(29.760803, -95.369506)",20052301943145319805AA
Table 5,"1,998",3,231.20,"30,194","30,693","Dallas/Fort Worth, TX","Nashville, TN","19,393",WN,"5,560",0.1100,193.54,150,0.3200,250,0.4000,0.0000,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Nashville, TN(36.166687, -86.779932)",19983301943069319393WN
Table 5,"2,013",2,279.57,"30,868","30,852","Columbia, SC","Washington, DC (Metropolitan Area)","19,977",UA,"3,940",0.2200,270.01,100,0.0900,625,0.0900,0.3400,"Columbia, SC(39.962649, -82.996216)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20132308683085219977UA
Table 5,"2,012",1,114.24,"31,135","31,703","Myrtle Beach, SC","New York City, NY (Metropolitan Area)","19,977",UA,"4,520",0.1200,138.85,75,0.1800,225,0.0500,0.0700,"Myrtle Beach, SC(33.68785, -78.883852)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20121311353170319977UA
Table 5,"2,006",4,95.08,"30,325","30,466","Denver, CO","Phoenix, AZ","19,393",WN,"72,610",0.2600,90.21,75,0.5600,200,0.0700,0.00151494284533811,"Denver, CO(39.738453, -104.984853)","Phoenix, AZ(30.406931, -87.217578)",20064303253046619393WN
Table 5,"2,001",3,236.83,"31,295","30,198","Detroit, MI","Pittsburgh, PA","20,355",US,"6,460",0.4500,236.74,75,0.1100,400,0.0700,0.5600,"Detroit, MI(42.332916, -83.047853)","Pittsburgh, PA(40.442169, -79.994945)",20013312953019820355US
Table 5,"2,004",2,88.82,"30,466","33,570","Phoenix, AZ","San Diego, CA","19,991",HP,"37,500",0.2800,92.92,75,0.3200,125,0.1200,0.0100,"Phoenix, AZ(30.406931, -87.217578)","San Diego, CA(32.71576, -117.163817)",20042304663357019991HP
Table 5,"2,004",1,90.17,"30,194","33,158","Dallas/Fort Worth, TX","Midland/Odessa, TX","19,393",WN,"29,020",0.8500,88.76,75,0.2300,125,0.1200,0.00137835975189524,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Midland/Odessa, TX(31.997433, -102.078043)",20041301943315819393WN
Table 5,"2,015",3,280.94,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,805",AA,"8,260",0.3000,290.44,125,0.1500,350,0.2300,0.1800,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20153302553085219805AA
Table 5,"2,001",1,278.45,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,704",CO,"23,870",0.3700,317.62,100,0.0800,525,0.0600,0.6000,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20011310663170319704CO
Table 5,"2,010",3,230.05,"31,057","30,529","Charlotte, NC","Hartford, CT","20,355",US,"23,490",0.8800,230.03,125,0.1300,275,0.1700,0.0900,"Charlotte, NC(35.222936, -80.840161)","Hartford, CT(41.765775, -72.673356)",20103310573052920355US
Table 5,"1,997",4,78.44,"33,851","31,123","Oklahoma City, OK","St. Louis, MO","20,211",TW,"13,240",0.4600,86.00,75,0.4700,125,0.1000,0.0200,"Oklahoma City, OK(35.468494, -97.521264)","St. Louis, MO(38.630276, -90.200309)",19974338513112320211TW
Table 5,"1,999",1,78.65,"34,570","34,614","Reno, NV","Salt Lake City, UT","19,790",DL,"13,470",0.5800,81.40,75,0.5700,125,0.0600,0.0100,"Reno, NV(30.177159, -95.162771)","Salt Lake City, UT(40.758478, -111.888142)",19991345703461419790DL
Table 5,"1,998",2,226.12,"30,397","32,337","Atlanta, GA (Metropolitan Area)","Indianapolis, IN","19,790",DL,"33,870",0.8400,234.68,100,0.3300,400,0.2400,0.4100,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Indianapolis, IN(39.76845, -86.156212)",19982303973233719790DL
Table 5,"2,001",4,225.46,"30,397","32,337","Atlanta, GA (Metropolitan Area)","Indianapolis, IN","19,790",DL,"22,290",0.7800,250.75,100,0.1000,500,0.1000,0.3100,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Indianapolis, IN(39.76845, -86.156212)",20014303973233719790DL
Table 5,"2,014",2,273.26,"31,267","31,703","Dayton, OH","New York City, NY (Metropolitan Area)","19,977",UA,"9,890",0.3300,288.85,175,0.1000,350,0.1400,0.0300,"Dayton, OH(39.760982, -84.192203)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20142312673170319977UA
Table 5,"1,998",1,286.74,"33,105","31,703","Cincinnati, OH","New York City, NY (Metropolitan Area)","19,704",CO,"7,560",0.1000,260.83,75,0.0700,450,0.2600,0.4800,"Cincinnati, OH(39.104427, -84.513808)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",19981331053170319704CO
Table 5,"2,012",2,114.60,"30,189","32,211","Colorado Springs, CO","Las Vegas, NV","20,368",G4,"13,790",0.7500,89.03,75,0.4000,150,0.0600,0.0000,"Colorado Springs, CO(38.835224, -104.819798)","Las Vegas, NV(36.169202, -115.140597)",20122301893221120368G4
Table 5,"2,000",4,227.60,"33,044","31,703","Louisville, KY","New York City, NY (Metropolitan Area)","19,393",WN,"3,930",0.1000,119.91,75,0.0700,150,0.4300,0.00254452926208651,"Louisville, KY(38.256078, -85.751569)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20004330443170319393WN
Table 5,"1,996",4,64.46,"33,198","31,123","Kansas City, MO","St. Louis, MO","20,211",TW,"28,910",0.5200,69.65,75,0.7600,100,0.1600,0.0100,"Kansas City, MO(39.099792, -94.578559)","St. Louis, MO(38.630276, -90.200309)",19964331983112320211TW
Table 5,"2,006",4,90.19,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"10,970",0.4200,74.84,75,0.6200,150,0.0500,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20064316383221120368G4
Table 5,"2,014",4,306.39,"30,647","34,100","Cleveland, OH (Metropolitan Area)","Philadelphia, PA","20,355",US,"21,040",0.8500,316.48,150,0.0700,550,0.0600,0.2100,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Philadelphia, PA(39.951061, -75.16562)",20144306473410020355US
Table 5,"2,010",3,267.03,"35,412","31,703","Knoxville, TN","New York City, NY (Metropolitan Area)","19,790",DL,"4,900",0.2900,289.12,175,0.1300,325,0.0700,0.1000,"Knoxville, TN(35.962631, -83.916677)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20103354123170319790DL
Table 5,"2,001",2,257.36,"30,721","31,057","Boston, MA (Metropolitan Area)","Charlotte, NC","20,355",US,"47,740",0.9000,262.79,100,0.0600,550,0.0500,0.3600,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Charlotte, NC(35.222936, -80.840161)",20012307213105720355US
Table 5,"2,007",1,227.81,"31,871","31,703","Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)","19,704",CO,"8,860",0.3900,202.69,75,0.1900,325,0.0800,0.3300,"Greenville/Spartanburg, SC(44.513288, -88.013256)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20071318713170319704CO
Table 5,"2,009",3,92.25,"30,397","30,158","Atlanta, GA (Metropolitan Area)","Atlantic City, NJ","20,437",FL,"17,750",0.9900,92.12,75,0.2800,150,0.0500,0.0100,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Atlantic City, NJ(33.748547, -84.391502)",20093303973015820437FL
Table 5,"2,005",4,95.44,"33,198","30,693","Kansas City, MO","Nashville, TN","19,393",WN,"35,740",0.8900,90.57,75,0.2900,125,0.3500,0.000839395635142697,"Kansas City, MO(39.099792, -94.578559)","Nashville, TN(36.166687, -86.779932)",20054331983069319393WN
Table 5,"1,996",2,66.42,"34,570","32,457","Reno, NV","San Francisco, CA (Metropolitan Area)","19,994",QQ,"8,520",0.1300,65.96,75,0.8700,100,0.1100,0.00469483568075117,"Reno, NV(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",19962345703245719994QQ
Table 5,"2,011",3,98.42,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"8,180",0.4000,82.32,75,0.4600,125,0.1000,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20113316383221120368G4
Table 5,"2,007",1,295.50,"30,397","31,066","Atlanta, GA (Metropolitan Area)","Columbus, OH","20,355",US,"3,680",0.1500,238.35,150,0.0700,275,0.1100,0.0300,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Columbus, OH(39.962649, -82.996216)",20071303973106620355US
Table 5,"1,997",2,238.38,"30,397","31,995","Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC","19,790",DL,"24,260",0.8600,240.09,75,0.0500,350,0.3100,0.6200,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Greensboro/High Point, NC(36.072701, -79.793899)",19972303973199519790DL
Table 5,"2,002",4,260.17,"33,105","31,650","Cincinnati, OH","Minneapolis/St. Paul, MN","19,790",DL,"10,220",0.4500,259.42,100,0.1000,325,0.1100,0.3800,"Cincinnati, OH(39.104427, -84.513808)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20024331053165019790DL
Table 5,"2,008",1,251.86,"33,342","31,650","Milwaukee, WI","Minneapolis/St. Paul, MN","19,386",NW,"24,120",0.7600,260.81,100,0.1100,350,0.2200,0.4800,"Milwaukee, WI(43.041072, -87.909421)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20081333423165019386NW
Table 5,"2,007",1,226.01,"31,295","34,100","Detroit, MI","Philadelphia, PA","20,355",US,"13,160",0.2600,230.93,75,0.0700,500,0.1100,0.3000,"Detroit, MI(42.332916, -83.047853)","Philadelphia, PA(39.951061, -75.16562)",20071312953410020355US
Table 5,"2,006",1,93.72,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"8,180",0.3300,88.90,75,0.5500,175,0.1200,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20061316383221120368G4
Table 5,"2,014",1,263.12,"31,295","31,703","Detroit, MI","New York City, NY (Metropolitan Area)","20,416",NK,"36,690",0.2200,108.06,75,0.2400,175,0.1800,0.000272553829381303,"Detroit, MI(42.332916, -83.047853)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20141312953170320416NK
Table 5,"1,996",1,94.40,"31,453","33,851","Houston, TX","Oklahoma City, OK","19,704",CO,"17,630",0.3600,100.25,75,0.3000,150,0.1100,0.00453771979580261,"Houston, TX(29.760803, -95.369506)","Oklahoma City, OK(35.468494, -97.521264)",19961314533385119704CO
Table 5,"1,998",1,225.64,"30,868","30,852","Columbia, SC","Washington, DC (Metropolitan Area)","19,790",DL,"4,320",0.3300,247.35,125,0.1400,400,0.1800,0.2200,"Columbia, SC(39.962649, -82.996216)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",19981308683085219790DL
Table 5,"1,997",1,74.94,"34,057","33,192","Portland, OR","Sacramento, CA","19,687",QX,"14,580",0.2500,97.16,75,0.2500,175,0.0700,0.00411522633744856,"Portland, OR(45.516018, -122.681425)","Sacramento, CA(38.582087, -121.50012)",19971340573319219687QX
Table 5,"2,001",1,269.08,"31,295","30,198","Detroit, MI","Pittsburgh, PA","19,386",NW,"8,410",0.4700,267.29,100,0.0900,400,0.1300,0.4600,"Detroit, MI(42.332916, -83.047853)","Pittsburgh, PA(40.442169, -79.994945)",20011312953019819386NW
Table 5,"2,009",4,240.63,"30,977","35,096","Chicago, IL","Syracuse, NY","20,355",US,"1,480",0.1000,202.68,150,0.2400,275,0.0700,0.0200,"Chicago, IL(41.775002, -87.696388)","Syracuse, NY(43.047945, -76.147448)",20094309773509620355US
Table 5,"2,007",2,99.99,"33,192","33,570","Sacramento, CA","San Diego, CA","19,393",WN,"223,860",0.9700,99.43,75,0.3000,150,0.2400,0.000580720092915215,"Sacramento, CA(38.582087, -121.50012)","San Diego, CA(32.71576, -117.163817)",20072331923357019393WN
Table 5,"2,010",1,90.02,"31,638","32,211","Fresno, CA","Las Vegas, NV","20,368",G4,"4,460",0.2300,88.31,75,0.4600,150,0.1000,0.0000,"Fresno, CA(36.731654, -119.785856)","Las Vegas, NV(36.169202, -115.140597)",20101316383221120368G4
Table 5,"2,005",1,238.65,"33,198","31,650","Kansas City, MO","Minneapolis/St. Paul, MN","19,386",NW,"28,380",0.9000,242.78,100,0.0600,475,0.0800,0.3000,"Kansas City, MO(39.099792, -94.578559)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20051331983165019386NW
Table 5,"2,006",3,98.30,"32,211","32,575","Las Vegas, NV","Los Angeles, CA (Metropolitan Area)","19,393",WN,"489,070",0.6400,97.16,75,0.2700,125,0.5300,0.0000,"Las Vegas, NV(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)",20063322113257519393WN
Table 5,"1,999",2,76.83,"32,467","33,195","Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)","20,355",US,"16,640",0.1200,94.91,75,0.2600,125,0.4600,0.0100,"Miami, FL (Metropolitan Area)(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19992324673319520355US
Table 5,"2,008",3,359.93,"33,244","31,650","Memphis, TN","Minneapolis/St. Paul, MN","19,386",NW,"12,530",0.6800,436.05,225,0.1000,550,0.0600,0.1600,"Memphis, TN(35.143378, -90.052136)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20083332443165019386NW
Table 5,"2,001",1,219.70,"31,057","32,467","Charlotte, NC","Miami, FL (Metropolitan Area)","19,790",DL,"4,790",0.1100,195.23,75,0.0500,450,0.0500,0.2500,"Charlotte, NC(35.222936, -80.840161)","Miami, FL (Metropolitan Area)(44.977479, -93.264346)",20011310573246719790DL
Table 5,"2,002",2,74.65,"33,198","31,123","Kansas City, MO","St. Louis, MO","19,805",AA,"19,080",0.3800,77.56,75,0.6000,100,0.3000,0.0200,"Kansas City, MO(39.099792, -94.578559)","St. Louis, MO(38.630276, -90.200309)",20022331983112319805AA
Table 5,"1,996",3,76.99,"30,599","33,195","Birmingham, AL","Tampa, FL (Metropolitan Area)","19,393",WN,"16,410",0.7300,67.78,75,0.6300,100,0.3600,0.0000,"Birmingham, AL(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19963305993319519393WN
