tbl,Year,quarter,$mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,$caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,"1,999",2,284.11,"30,397","33,105","Atlanta, GA (Metropolitan Area)","Cincinnati, OH","19,790",DL,"33,790",0.9600,288.05,100,0.0500,475,0.1900,0.5000,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Cincinnati, OH(39.104427, -84.513808)",19992303973310519790DL
Table 5,"2,007",1,98.39,"30,977","33,316","Chicago, IL","Omaha, NE","19,393",WN,"42,090",0.5500,88.05,75,0.5100,150,0.2400,0.000237586124970302,"Chicago, IL(41.775002, -87.696388)","Omaha, NE(46.07035, -93.666319)",20071309773331619393WN
Table 5,"2,003",4,247.07,"31,066","34,100","Columbus, OH","Philadelphia, PA","20,355",US,"19,430",0.8000,251.10,75,0.0500,475,0.1500,0.4400,"Columbus, OH(39.962649, -82.996216)","Philadelphia, PA(39.951061, -75.16562)",20034310663410020355US
Table 5,"1,996",1,111.11,"30,423","33,495","Austin, TX","New Orleans, LA","19,393",WN,"8,550",0.5400,107.46,100,0.6700,175,0.1300,0.0000,"Austin, TX(30.264979, -97.746598)","New Orleans, LA(29.950621, -90.074948)",19961304233349519393WN
Table 5,"2,006",3,234.15,"30,977","35,412","Chicago, IL","Knoxville, TN","19,805",AA,"6,870",0.4000,236.66,100,0.1500,425,0.0500,0.3300,"Chicago, IL(41.775002, -87.696388)","Knoxville, TN(35.962631, -83.916677)",20063309773541219805AA
Table 5,"1,998",2,70.89,"32,467","33,195","Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)","19,393",WN,"72,390",0.6000,63.48,75,1.0000,75,1.0000,0.0000,"Miami, FL (Metropolitan Area)(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19982324673319519393WN
Table 5,"2,000",2,249.56,"31,650","33,316","Minneapolis/St. Paul, MN","Omaha, NE","19,386",NW,"18,280",0.9800,249.36,125,0.0800,350,0.3400,0.0100,"Minneapolis/St. Paul, MN(44.977479, -93.264346)","Omaha, NE(46.07035, -93.666319)",20002316503331619386NW
Table 5,"1,996",3,259.68,"30,529","30,198","Hartford, CT","Pittsburgh, PA","20,355",US,"13,380",0.9100,263.81,100,0.0600,425,0.1300,0.4700,"Hartford, CT(41.765775, -72.673356)","Pittsburgh, PA(40.442169, -79.994945)",19963305293019820355US
Table 5,"2,004",4,284.95,"31,057","34,100","Charlotte, NC","Philadelphia, PA","20,355",US,"29,120",0.8500,294.50,75,0.0800,550,0.0500,0.5500,"Charlotte, NC(35.222936, -80.840161)","Philadelphia, PA(39.951061, -75.16562)",20044310573410020355US
Table 5,"2,013",3,271.85,"30,721","31,066","Boston, MA (Metropolitan Area)","Columbus, OH","19,790",DL,"8,520",0.2000,309.42,175,0.0600,275,0.1000,0.1200,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Columbus, OH(39.962649, -82.996216)",20133307213106619790DL
Table 5,"2,006",1,98.10,"30,194","31,123","Dallas/Fort Worth, TX","St. Louis, MO","19,805",AA,"75,230",0.6500,103.09,75,0.4100,150,0.0900,0.0500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","St. Louis, MO(38.630276, -90.200309)",20061301943112319805AA
Table 5,"1,996",1,95.98,"30,599","33,195","Birmingham, AL","Tampa, FL (Metropolitan Area)","19,393",WN,"6,050",0.5400,72.47,75,0.6300,100,0.3100,0.0000,"Birmingham, AL(33.522859, -86.807705)","Tampa, FL (Metropolitan Area)(37.8606, -78.804199)",19961305993319519393WN
Table 5,"2,010",1,291.50,"30,372","32,575","Aspen, CO","Los Angeles, CA (Metropolitan Area)","20,436",F9,"2,460",0.1400,206.44,125,0.1100,300,0.0700,0.0200,"Aspen, CO(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)",20101303723257520436F9
Table 5,"2,012",2,265.47,"30,977","34,653","Chicago, IL","Tulsa, OK","19,393",WN,"3,540",0.1500,246.00,200,0.0700,375,0.0900,0.0000,"Chicago, IL(41.775002, -87.696388)","Tulsa, OK(61.096484, -160.967455)",20122309773465319393WN
Table 5,"2,012",4,283.10,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","20,355",US,"17,100",0.2000,212.15,150,0.1500,275,0.0600,0.0200,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",20124307213129520355US
Table 5,"1,996",1,91.86,"30,977","31,066","Chicago, IL","Columbus, OH","19,977",UA,"26,850",0.4100,95.40,75,0.3300,175,0.0600,0.0100,"Chicago, IL(41.775002, -87.696388)","Columbus, OH(39.962649, -82.996216)",19961309773106619977UA
Table 5,"1,998",4,243.06,"31,057","31,295","Charlotte, NC","Detroit, MI","20,355",US,"12,010",0.4700,240.92,75,0.0800,450,0.2200,0.4500,"Charlotte, NC(35.222936, -80.840161)","Detroit, MI(42.332916, -83.047853)",19984310573129520355US
Table 5,"1,996",3,240.97,"30,647","31,650","Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN","19,704",CO,"5,480",0.1700,209.49,100,0.0500,400,0.1000,0.3300,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",19963306473165019704CO
Table 5,"2,000",3,245.93,"31,057","31,295","Charlotte, NC","Detroit, MI","20,355",US,"12,500",0.4500,248.10,75,0.1100,500,0.1600,0.4300,"Charlotte, NC(35.222936, -80.840161)","Detroit, MI(42.332916, -83.047853)",20003310573129520355US
Table 5,"2,013",3,335.93,"31,295","31,650","Detroit, MI","Minneapolis/St. Paul, MN","19,790",DL,"16,900",0.3700,364.47,175,0.0600,625,0.0700,0.2500,"Detroit, MI(42.332916, -83.047853)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20133312953165019790DL
Table 5,"2,001",3,250.47,"31,057","31,703","Charlotte, NC","New York City, NY (Metropolitan Area)","19,704",CO,"12,980",0.1400,287.32,100,0.0900,550,0.0500,0.4800,"Charlotte, NC(35.222936, -80.840161)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20013310573170319704CO
Table 5,"1,998",2,77.75,"34,570","30,559","Reno, NV","Seattle, WA","19,994",QQ,"30,150",0.4300,83.36,75,0.6500,125,0.1400,0.00431177446102819,"Reno, NV(30.177159, -95.162771)","Seattle, WA(47.603229, -122.33028)",19982345703055919994QQ
Table 5,"1,996",3,94.82,"30,279","30,423","Amarillo, TX","Austin, TX","19,393",WN,"12,070",0.9000,93.99,100,0.6400,125,0.3500,0.0000,"Amarillo, TX(35.207009, -101.832013)","Austin, TX(30.264979, -97.746598)",19963302793042319393WN
Table 5,"2,001",1,222.50,"33,198","33,342","Kansas City, MO","Milwaukee, WI","20,314",YX,"10,630",0.7500,236.48,75,0.0500,350,0.3900,0.6000,"Kansas City, MO(39.099792, -94.578559)","Milwaukee, WI(43.041072, -87.909421)",20011331983334220314YX
Table 5,"1,996",2,79.45,"32,211","34,614","Las Vegas, NV","Salt Lake City, UT","19,393",WN,"21,660",0.6000,74.05,75,1.0000,75,1.0000,0.0000,"Las Vegas, NV(36.169202, -115.140597)","Salt Lake City, UT(40.758478, -111.888142)",19962322113461419393WN
Table 5,"2,000",1,253.83,"31,295","30,198","Detroit, MI","Pittsburgh, PA","20,355",US,"10,610",0.5200,249.82,75,0.0600,325,0.3900,0.6800,"Detroit, MI(42.332916, -83.047853)","Pittsburgh, PA(40.442169, -79.994945)",20001312953019820355US
Table 5,"2,010",3,224.09,"30,397","31,986","Atlanta, GA (Metropolitan Area)","Grand Rapids, MI","19,790",DL,"14,320",0.9000,224.91,125,0.0600,350,0.0600,0.0700,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Grand Rapids, MI(47.925705, -97.036068)",20103303973198619790DL
Table 5,"2,014",4,300.90,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","20,355",US,"16,050",0.5300,292.86,125,0.2500,350,0.1200,0.2000,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20144302553085220355US
Table 5,"1,999",1,79.88,"30,194","33,214","Dallas/Fort Worth, TX","San Antonio, TX","19,805",AA,"32,610",0.1700,85.35,75,0.4900,150,0.0600,0.0100,"Dallas/Fort Worth, TX(40.11086, -77.035636)","San Antonio, TX(29.425173, -98.494599)",19991301943321419805AA
Table 5,"1,999",1,264.16,"30,198","31,123","Pittsburgh, PA","St. Louis, MO","20,355",US,"3,580",0.2800,245.59,75,0.1000,425,0.1300,0.4600,"Pittsburgh, PA(40.442169, -79.994945)","St. Louis, MO(38.630276, -90.200309)",19991301983112320355US
Table 5,"1,999",1,78.57,"31,123","34,653","St. Louis, MO","Tulsa, OK","20,211",TW,"11,120",0.5200,82.01,75,0.4400,100,0.4500,0.0100,"St. Louis, MO(38.630276, -90.200309)","Tulsa, OK(61.096484, -160.967455)",19991311233465320211TW
Table 5,"2,002",3,280.49,"31,295","31,650","Detroit, MI","Minneapolis/St. Paul, MN","19,386",NW,"47,930",0.8900,295.25,125,0.1300,575,0.0700,0.3000,"Detroit, MI(42.332916, -83.047853)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20023312953165019386NW
Table 5,"2,005",2,83.11,"32,211","30,436","Las Vegas, NV","Tucson, AZ","19,991",HP,"7,730",0.1300,89.11,75,0.3700,125,0.2200,0.0200,"Las Vegas, NV(36.169202, -115.140597)","Tucson, AZ(35.167852, -103.726151)",20052322113043619991HP
Table 5,"2,008",2,227.09,"31,057","32,337","Charlotte, NC","Indianapolis, IN","20,355",US,"15,350",0.6300,265.33,150,0.1300,325,0.0500,0.1500,"Charlotte, NC(35.222936, -80.840161)","Indianapolis, IN(39.76845, -86.156212)",20082310573233720355US
Table 5,"2,000",3,242.97,"30,194","33,244","Dallas/Fort Worth, TX","Memphis, TN","19,805",AA,"13,580",0.5200,265.06,75,0.0500,450,0.1100,0.5800,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Memphis, TN(35.143378, -90.052136)",20003301943324419805AA
Table 5,"2,007",2,91.66,"30,140","30,466","Albuquerque, NM","Phoenix, AZ","20,355",US,"15,520",0.1300,98.17,75,0.3500,150,0.2100,0.0100,"Albuquerque, NM(35.084248, -106.649241)","Phoenix, AZ(30.406931, -87.217578)",20072301403046620355US
Table 5,"2,006",1,235.91,"30,721","30,198","Boston, MA (Metropolitan Area)","Pittsburgh, PA","19,393",WN,"5,740",0.1100,142.22,125,0.3500,200,0.2000,0.0000,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Pittsburgh, PA(40.442169, -79.994945)",20061307213019819393WN
Table 5,"2,002",1,222.06,"30,325","33,851","Denver, CO","Oklahoma City, OK","19,977",UA,"11,110",0.8200,229.36,100,0.1700,575,0.0500,0.2800,"Denver, CO(39.738453, -104.984853)","Oklahoma City, OK(35.468494, -97.521264)",20021303253385119977UA
Table 5,"2,014",4,325.81,"31,703","34,524","New York City, NY (Metropolitan Area)","Richmond, VA","19,790",DL,"17,280",0.4200,333.12,200,0.2100,525,0.0800,0.0200,"New York City, NY (Metropolitan Area)(40.123164, -75.333718)","Richmond, VA(37.540759, -77.433932)",20144317033452419790DL
Table 5,"2,010",1,392.28,"35,412","30,852","Knoxville, TN","Washington, DC (Metropolitan Area)","20,355",US,"9,590",0.6000,419.98,125,0.0500,725,0.0500,0.5800,"Knoxville, TN(35.962631, -83.916677)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20101354123085220355US
Table 5,"2,002",1,239.76,"30,194","33,244","Dallas/Fort Worth, TX","Memphis, TN","19,805",AA,"11,520",0.6100,239.27,75,0.0500,475,0.0500,0.4500,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Memphis, TN(35.143378, -90.052136)",20021301943324419805AA
Table 5,"2,013",3,294.23,"31,986","31,703","Grand Rapids, MI","New York City, NY (Metropolitan Area)","19,977",UA,"5,060",0.1800,333.17,150,0.1100,525,0.1500,0.3400,"Grand Rapids, MI(47.925705, -97.036068)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20133319863170319977UA
Table 5,"2,000",3,270.03,"33,244","31,650","Memphis, TN","Minneapolis/St. Paul, MN","19,790",DL,"2,020",0.1100,105.10,75,0.5700,150,0.0600,0.0600,"Memphis, TN(35.143378, -90.052136)","Minneapolis/St. Paul, MN(44.977479, -93.264346)",20003332443165019790DL
Table 5,"1,997",1,69.91,"30,559","31,884","Seattle, WA","Spokane, WA","19,930",AS,"29,890",0.4200,71.27,75,0.8700,100,0.0800,0.000669120107059217,"Seattle, WA(47.603229, -122.33028)","Spokane, WA(47.658999, -117.425022)",19971305593188419930AS
Table 5,"1,996",1,91.21,"30,140","32,575","Albuquerque, NM","Los Angeles, CA (Metropolitan Area)","19,991",HP,"16,830",0.1500,111.80,75,0.2000,175,0.0900,0.0500,"Albuquerque, NM(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)(34.052238, -118.243344)",19961301403257519991HP
Table 5,"2,014",2,338.36,"31,066","31,703","Columbus, OH","New York City, NY (Metropolitan Area)","19,977",UA,"21,580",0.2400,392.20,100,0.0600,275,0.0800,0.5000,"Columbus, OH(39.962649, -82.996216)","New York City, NY (Metropolitan Area)(40.123164, -75.333718)",20142310663170319977UA
Table 5,"1,997",3,227.38,"30,647","30,529","Cleveland, OH (Metropolitan Area)","Hartford, CT","19,704",CO,"15,700",0.7800,223.01,75,0.0500,425,0.0600,0.4100,"Cleveland, OH (Metropolitan Area)(41.505546, -81.6915)","Hartford, CT(41.765775, -72.673356)",19973306473052919704CO
Table 5,"1,997",2,77.77,"34,057","33,192","Portland, OR","Sacramento, CA","19,687",QX,"18,300",0.2500,100.23,75,0.3200,175,0.1400,0.00710382513661202,"Portland, OR(45.516018, -122.681425)","Sacramento, CA(38.582087, -121.50012)",19972340573319219687QX
Table 5,"2,009",3,288.12,"30,255","30,852","Huntsville, AL","Washington, DC (Metropolitan Area)","19,977",UA,"4,920",0.1300,315.61,125,0.1600,675,0.1200,0.3700,"Huntsville, AL(34.729538, -86.585283)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20093302553085219977UA
Table 5,"2,013",3,362.75,"35,412","30,852","Knoxville, TN","Washington, DC (Metropolitan Area)","19,977",UA,"1,780",0.1000,367.21,100,0.0800,825,0.0600,0.3900,"Knoxville, TN(35.962631, -83.916677)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20133354123085219977UA
Table 5,"2,007",2,238.56,"30,977","32,070","Chicago, IL","Harrisburg, PA","19,805",AA,"2,770",0.1500,242.34,125,0.0500,300,0.1200,0.1300,"Chicago, IL(41.775002, -87.696388)","Harrisburg, PA(40.259572, -76.881821)",20072309773207019805AA
Table 5,"2,005",4,84.71,"34,570","32,457","Reno, NV","San Francisco, CA (Metropolitan Area)","19,977",UA,"11,140",0.1500,103.33,75,0.2000,150,0.0500,0.0500,"Reno, NV(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)(37.78008, -122.420168)",20054345703245719977UA
Table 5,"2,003",3,304.78,"31,057","30,852","Charlotte, NC","Washington, DC (Metropolitan Area)","20,355",US,"37,230",0.9100,310.90,100,0.0600,475,0.0700,0.6200,"Charlotte, NC(35.222936, -80.840161)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20033310573085220355US
Table 5,"1,996",4,85.67,"33,044","31,454","Louisville, KY","Orlando, FL","19,393",WN,"10,010",0.2700,77.14,75,0.8000,125,0.1900,0.0000,"Louisville, KY(38.256078, -85.751569)","Orlando, FL(28.538331, -81.378879)",19964330443145419393WN
Table 5,"2,015",2,311.19,"30,977","33,105","Chicago, IL","Cincinnati, OH","19,977",UA,"6,990",0.1900,303.62,200,0.0700,375,0.2300,0.0100,"Chicago, IL(41.775002, -87.696388)","Cincinnati, OH(39.104427, -84.513808)",20152309773310519977UA
Table 5,"1,997",1,245.07,"30,977","32,070","Chicago, IL","Harrisburg, PA","19,977",UA,"10,270",0.6400,252.84,100,0.0600,450,0.1000,0.4100,"Chicago, IL(41.775002, -87.696388)","Harrisburg, PA(40.259572, -76.881821)",19971309773207019977UA
Table 5,"2,002",4,224.18,"30,397","30,693","Atlanta, GA (Metropolitan Area)","Nashville, TN","19,790",DL,"17,000",0.9000,227.12,75,0.0600,425,0.0800,0.4300,"Atlanta, GA (Metropolitan Area)(33.748547, -84.391502)","Nashville, TN(36.166687, -86.779932)",20024303973069319790DL
Table 5,"1,997",3,249.14,"30,721","31,295","Boston, MA (Metropolitan Area)","Detroit, MI","19,386",NW,"72,270",0.8400,250.94,100,0.0500,500,0.0500,0.3400,"Boston, MA (Metropolitan Area)(42.358894, -71.056742)","Detroit, MI(42.332916, -83.047853)",19973307213129519386NW
Table 5,"2,001",1,275.77,"31,057","30,852","Charlotte, NC","Washington, DC (Metropolitan Area)","20,355",US,"55,630",0.9400,279.70,75,0.1000,475,0.0600,0.6000,"Charlotte, NC(35.222936, -80.840161)","Washington, DC (Metropolitan Area)(38.892062, -77.019912)",20011310573085220355US
Table 5,"1,997",1,78.90,"30,194","32,600","Dallas/Fort Worth, TX","Little Rock, AR","19,805",AA,"11,380",0.2200,84.88,75,0.4300,150,0.0700,0.00527240773286467,"Dallas/Fort Worth, TX(40.11086, -77.035636)","Little Rock, AR(34.748745, -92.275105)",19971301943260019805AA
